Proteome_ID	tree_tip_label	Tax_ID	species	Proteome Size	busco_score	busco_dataset	pfam_domains_present	KEGG_pathways_present	Reactome_pathways_present	habitat	cellularity	superkingdom	kingdom	phylum	subphylum	class	subclass	superorder	order	suborder	superfamily	family	subfamily	genus	model_organism
UP000000844	STANL	446470	Stackebrandtia nassauensis	6379	100	bacteria_odb12	2232	47.160552259783856	56.661686031017304	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Glycomycetales	NA	NA	Glycomycetaceae	NA	Stackebrandtia	n
UP000005440	ACTS5	134676	Actinoplanes sp. SE50/110	8249	98.3	bacteria_odb12	2536	52.54473505951961	46.5895900324042	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Micromonosporales	NA	NA	Micromonosporaceae	NA	Actinoplanes	n
UP000001382	GEOOG	526225	Geodermatophilus obscurus	4795	98.3	bacteria_odb12	2140	49.70008879186939	44.36836842775714	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Geodermatophilales	NA	NA	Geodermatophilaceae	NA	Geodermatophilus	n
UP000002218	NAKMY	479431	Nakamurella multipartita	5123	99.1	bacteria_odb12	2217	46.19404688374629	43.590056859917375	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Nakamurellales	NA	NA	Nakamurellaceae	NA	Nakamurella	n
UP000033393	LENAE	68170	Lentzea aerocolonigenes	8237	97.4	bacteria_odb12	2506	0	48.987873209195385	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Pseudonocardiales	NA	NA	Pseudonocardiaceae	NA	Lentzea	n
UP000000492	CORRG	662755	Corynebacterium resistens	2160	94.8	bacteria_odb12	1532	31.945899596653486	22.369146467965066	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Corynebacteriales	NA	NA	Corynebacteriaceae	NA	Corynebacterium	n
UP000002247	SEGRD	640132	Segniliparus rotundus	3001	98.3	bacteria_odb12	1665	33.89871487171973	35.556524408047856	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Corynebacteriales	NA	NA	Segniliparaceae	NA	Segniliparus	n
UP000001213	TSUPD	521096	Tsukamurella paurometabola	4170	99.1	bacteria_odb12	2024	39.70538861257359	39.50406618948713	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Corynebacteriales	NA	NA	Tsukamurellaceae	NA	Tsukamurella	n
UP000009154	GORPV	1112204	Gordonia polyisoprenivorans	5097	96.6	bacteria_odb12	2186	45.05330820744104	41.59574339373863	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Corynebacteriales	NA	NA	Gordoniaceae	NA	Gordonia	n
UP000006820	NOCFA	247156	Nocardia farcinica	5941	99.1	bacteria_odb12	2260	44.79461648407024	44.24580361406931	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Corynebacteriales	NA	NA	Nocardiaceae	NA	Nocardia	n
UP000001584	MYCTU	83332	Mycobacterium tuberculosis	3993	98.3	bacteria_odb12	1958	40.2710791501321	56.32716741053961	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Corynebacteriales	NA	NA	Mycobacteriaceae	NA	Mycobacterium	y
UP000000806	MYCLE	272631	Mycobacterium leprae	1603	95.7	bacteria_odb12	1305	30.349213675929086	31.00077427450123	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Corynebacteriales	NA	NA	Mycobacteriaceae	NA	Mycobacterium	n
UP000026918	STRA9	68570	Streptomyces albulus	8069	99.1	bacteria_odb12	2520	0	41.82850855343034	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Streptomycetales	NA	NA	Streptomycetaceae	NA	Streptomyces	n
UP000000851	CATAD	479433	Catenulispora acidiphila	8909	98.3	bacteria_odb12	2545	55.115505157223325	50.52100137481163	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Catenulisporales	NA	NA	Catenulisporaceae	NA	Catenulispora	n
UP000000214	ACIA4	1171373	Acidipropionibacterium acidipropionici	3316	99.1	bacteria_odb12	1796	36.71934523118106	36.779474344738354	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Propionibacteriales	NA	NA	Propionibacteriaceae	NA	Acidipropionibacterium	n
UP000000640	NOCSJ	196162	Nocardioides sp. JS614	4888	100	bacteria_odb12	2145	50.47850479684637	48.896578274014765	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Propionibacteriales	NA	NA	Nocardioidaceae	NA	Nocardioides	n
UP000007967	KRIFD	479435	Kribbella flavida	6940	100	bacteria_odb12	2347	50.42471818121899	60.87696147182775	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Propionibacteriales	NA	NA	Kribbellaceae	NA	Kribbella	n
UP000008914	INTC7	710696	Intrasporangium calvum	3551	99.1	bacteria_odb12	1989	43.9736994829813	34.57881442306182	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Micrococcales	NA	NA	Intrasporangiaceae	NA	Intrasporangium	n
UP000001116	KINRD	266940	Kineococcus radiotolerans	4674	100	bacteria_odb12	2018	43.735549650493994	31.61541981723605	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Kineosporiales	NA	NA	Kineosporiaceae	NA	Kineococcus	n
UP000008639	PSEPM	930171	Pseudarthrobacter phenanthrenivorans	4081	100	bacteria_odb12	1994	47.83184360747709	33.918125866622	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Micrococcales	NA	NA	Micrococcaceae	NA	Pseudarthrobacter	n
UP000001306	LEIXX	281090	Leifsonia xyli	2001	99.1	bacteria_odb12	1372	31.115188891328742	17.05188225054033	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Micrococcales	NA	NA	Microbacteriaceae	NA	Leifsonia	n
UP000002200	TROWT	203267	Tropheryma whipplei	805	87.1	bacteria_odb12	781	16.362922000301456	11.178308628091221	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Micrococcales	NA	NA	Tropherymataceae	NA	Tropheryma	n
UP000001919	BRAFD	446465	Brachybacterium faecium	3062	97.4	bacteria_odb12	1765	39.84314732026287	24.6183882049946	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Micrococcales	NA	NA	Dermabacteraceae	NA	Brachybacterium	n
UP000008702	BIFAA	367928	Bifidobacterium adolescentis	1629	93.1	bacteria_odb12	1233	24.522411599255044	40.80086231370339	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Bifidobacteriales	NA	NA	Bifidobacteriaceae	NA	Bifidobacterium	n
UP000000376	ARCHD	644284	Arcanobacterium haemolyticum	1717	90.5	bacteria_odb12	1293	20.994547766724352	43.67935678837873	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Actinomycetales	NA	NA	Actinomycetaceae	NA	Arcanobacterium	n
UP000007962	BEUC1	471853	Beutenbergia cavernae	4195	98.3	bacteria_odb12	1949	41.445132590212474	31.408598282468866	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Micrococcales	NA	NA	Beutenbergiaceae	NA	Beutenbergia	n
UP000000485	CELGA	593907	Cellulomonas gilvus	3153	99.1	bacteria_odb12	1878	35.83260438210774	57.08203714755883	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Micrococcales	NA	NA	Cellulomonadaceae	NA	Cellulomonas	n
UP000009236	ISOV2	743718	Isoptericola variabilis	2879	98.3	bacteria_odb12	1810	37.85716272225109	57.55419378075627	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Micrococcales	NA	NA	Promicromonosporaceae	NA	Isoptericola	n
UP000000628	JONDD	471856	Jonesia denitrificans	2495	98.3	bacteria_odb12	1675	33.21211286813772	54.06102035202298	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Micrococcales	NA	NA	Jonesiaceae	NA	Jonesia	n
UP000000322	SANKS	446469	Sanguibacter keddieii	3710	98.3	bacteria_odb12	1947	39.500201706484155	59.00369529810289	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Micrococcales	NA	NA	Sanguibacteraceae	NA	Sanguibacter	n
